game,numPlayers,ai,run,move,player,choices,choice,time
Goofspiel,2,PR,16,7,1,10,9,2001
Goofspiel,2,PR,16,8,2,10,1,0
Goofspiel,2,PR,16,9,1,9,9,1504
Goofspiel,2,PR,16,10,2,9,5,0
Goofspiel,2,PR,16,11,1,8,8,1108
Goofspiel,2,PR,16,12,2,8,7,0
Goofspiel,2,PR,16,13,1,7,1,824
Goofspiel,2,PR,16,14,2,7,6,0
Goofspiel,2,PR,16,15,1,6,1,546
Goofspiel,2,PR,16,16,2,6,3,0
Goofspiel,2,PR,16,17,1,5,4,392
Goofspiel,2,PR,16,18,2,5,1,0
Goofspiel,2,PR,16,19,1,4,4,264
Goofspiel,2,PR,16,20,2,4,2,0
Goofspiel,2,PR,16,21,1,3,3,150
Goofspiel,2,PR,16,22,2,3,1,0
Goofspiel,2,PR,16,23,1,2,1,76
Goofspiel,2,PR,16,24,2,2,2,0
Goofspiel,2,PR,16,25,1,1,1,0
Goofspiel,2,PR,16,26,2,1,1,0
Goofspiel,2,PR,17,1,1,13,6,4195
Goofspiel,2,PR,17,2,2,13,6,0
Goofspiel,2,PR,17,3,1,12,12,3279
Goofspiel,2,PR,17,4,2,12,8,0
Goofspiel,2,PR,17,5,1,11,1,2578
Goofspiel,2,PR,17,6,2,11,3,0
Goofspiel,2,PR,17,7,1,10,1,1969
Goofspiel,2,PR,17,8,2,10,3,0
Goofspiel,2,PR,17,9,1,9,2,1498
Goofspiel,2,PR,17,10,2,9,4,0
Goofspiel,2,PR,17,11,1,8,8,1103
Goofspiel,2,PR,17,12,2,8,8,0
Goofspiel,2,PR,17,13,1,7,1,806
Goofspiel,2,PR,17,14,2,7,2,0
Goofspiel,2,PR,17,15,1,6,1,528
Goofspiel,2,PR,17,16,2,6,3,0
Goofspiel,2,PR,17,17,1,5,4,397
Goofspiel,2,PR,17,18,2,5,4,0
Goofspiel,2,PR,17,19,1,4,2,228
Goofspiel,2,PR,17,20,2,4,1,0
Goofspiel,2,PR,17,21,1,3,3,155
Goofspiel,2,PR,17,22,2,3,3,0
Goofspiel,2,PR,17,23,1,2,1,81
Goofspiel,2,PR,17,24,2,2,2,0
Goofspiel,2,PR,17,25,1,1,1,0
Goofspiel,2,PR,17,26,2,1,1,0
Goofspiel,2,PR,18,1,1,13,1,4221
Goofspiel,2,PR,18,2,2,13,12,0
Goofspiel,2,PR,18,3,1,12,4,3183
Goofspiel,2,PR,18,4,2,12,9,0
Goofspiel,2,PR,18,5,1,11,11,2554
Goofspiel,2,PR,18,6,2,11,10,0
Goofspiel,2,PR,18,7,1,10,1,1977
Goofspiel,2,PR,18,8,2,10,7,0
Goofspiel,2,PR,18,9,1,9,8,1511
Goofspiel,2,PR,18,10,2,9,6,0
Goofspiel,2,PR,18,11,1,8,5,1119
Goofspiel,2,PR,18,12,2,8,4,0
Goofspiel,2,PR,18,13,1,7,7,785
Goofspiel,2,PR,18,14,2,7,1,0
Goofspiel,2,PR,18,15,1,6,1,543
Goofspiel,2,PR,18,16,2,6,1,0
Goofspiel,2,PR,18,17,1,5,1,391
Goofspiel,2,PR,18,18,2,5,2,0
Goofspiel,2,PR,18,19,1,4,2,253
Goofspiel,2,PR,18,20,2,4,2,0
Goofspiel,2,PR,18,21,1,3,3,161
Goofspiel,2,PR,18,22,2,3,1,0
Goofspiel,2,PR,18,23,1,2,1,78
Goofspiel,2,PR,18,24,2,2,1,0
Goofspiel,2,PR,18,25,1,1,1,0
Goofspiel,2,PR,18,26,2,1,1,0
Goofspiel,2,PR,19,1,1,13,8,4170
Goofspiel,2,PR,19,2,2,13,10,0
Goofspiel,2,PR,19,3,1,12,12,3215
Goofspiel,2,PR,19,4,2,12,5,0
Goofspiel,2,PR,19,5,1,11,2,2550
Goofspiel,2,PR,19,6,2,11,9,0
Goofspiel,2,PR,19,7,1,10,1,1970
Goofspiel,2,PR,19,8,2,10,5,0
Goofspiel,2,PR,19,9,1,9,9,1481
Goofspiel,2,PR,19,10,2,9,8,0
Goofspiel,2,PR,19,11,1,8,7,1093
Goofspiel,2,PR,19,12,2,8,6,0
Goofspiel,2,PR,19,13,1,7,6,821
Goofspiel,2,PR,19,14,2,7,4,0
Goofspiel,2,PR,19,15,1,6,1,529
Goofspiel,2,PR,19,16,2,6,6,0
Goofspiel,2,PR,19,17,1,5,1,395
Goofspiel,2,PR,19,18,2,5,3,0
Goofspiel,2,PR,19,19,1,4,4,245
Goofspiel,2,PR,19,20,2,4,1,0
Goofspiel,2,PR,19,21,1,3,3,145
Goofspiel,2,PR,19,22,2,3,2,0
Goofspiel,2,PR,19,23,1,2,2,78
Goofspiel,2,PR,19,24,2,2,2,0
Goofspiel,2,PR,19,25,1,1,1,0
Goofspiel,2,PR,19,26,2,1,1,0
Goofspiel,2,PR,20,1,1,13,1,4193
Goofspiel,2,PR,20,2,2,13,8,0
Goofspiel,2,PR,20,3,1,12,1,3205
Goofspiel,2,PR,20,4,2,12,8,0
Goofspiel,2,PR,20,5,1,11,1,2650
Goofspiel,2,PR,20,6,2,11,1,0
Goofspiel,2,PR,20,7,1,10,1,1955
Goofspiel,2,PR,20,8,2,10,7,0
Goofspiel,2,PR,20,9,1,9,9,1477
Goofspiel,2,PR,20,10,2,9,2,0
Goofspiel,2,PR,20,11,1,8,1,1069
Goofspiel,2,PR,20,12,2,8,2,0
Goofspiel,2,PR,20,13,1,7,1,788
Goofspiel,2,PR,20,14,2,7,2,0
Goofspiel,2,PR,20,15,1,6,1,546
Goofspiel,2,PR,20,16,2,6,1,0
Goofspiel,2,PR,20,17,1,5,1,401
Goofspiel,2,PR,20,18,2,5,3,0
Goofspiel,2,PR,20,19,1,4,4,259
Goofspiel,2,PR,20,20,2,4,2,0
Goofspiel,2,PR,20,21,1,3,3,147
Goofspiel,2,PR,20,22,2,3,2,0
Goofspiel,2,PR,20,23,1,2,1,83
